,primary_site,status,dataset,tissue_hd,dataset_status
GTEX-U8XE-2526-SM-4E3IT,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-NPJ8-2426-SM-3MJHL,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-132QS-1126-SM-5P9GC,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WFG7-1826-SM-3GIL1,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-12BJ1-1226-SM-5LUAE,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-111FC-2026-SM-5GZYO,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZPU1-2026-SM-57WFI,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZZ64-0926-SM-5E44L,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WH7G-1726-SM-4LVKY,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-U4B1-1426-SM-4DXTX,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZT9W-1626-SM-4YCDQ,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZLFU-1726-SM-4WWBU,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-S95S-1026-SM-4B64M,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-QV44-1526-SM-4R1KI,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11TT1-2026-SM-5EQM8,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-OIZH-2026-SM-3NB1M,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-12C56-1326-SM-5FQSV,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-139T6-1526-SM-5P9G6,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13RTJ-2126-SM-5S2PZ,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13N2G-1826-SM-5KM1I,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13FTW-1226-SM-5LZZ1,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XQ3S-2526-SM-4BOOG,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-V955-1826-SM-4JBIL,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-12ZZZ-2026-SM-5LZWJ,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-QMRM-1426-SM-4R1K8,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-145LT-0626-SM-5O99E,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-YF7O-1926-SM-4W1YQ,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-YJ8A-1126-SM-5IFJU,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-Q2AI-1126-SM-48U19,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-14C5O-2826-SM-5RQI6,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-V1D1-1926-SM-4JBGX,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XAJ8-0626-SM-47JY4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13111-1326-SM-5GCNO,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-RM2N-1126-SM-48FCY,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-T8EM-1826-SM-4DM7F,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZY6K-1526-SM-5GZXE,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-OOBK-2025-SM-3LK5S,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XPVG-2026-SM-4B65E,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-S4Q7-1026-SM-4AD75,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-U412-2026-SM-4DXSI,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11P82-1126-SM-5BC5K,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-X5EB-1826-SM-4E3K8,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11NSD-0826-SM-5986S,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-1399T-1226-SM-5P9J5,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WK11-2626-SM-4OOSK,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XOTO-2826-SM-4B65I,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13G51-2326-SM-5LZXV,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WZTO-0926-SM-4PQZ3,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XGQ4-1826-SM-4AT6F,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11P7K-0626-SM-5985Z,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-111YS-1726-SM-5GIED,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZVP2-0826-SM-59HJ6,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-REY6-2126-SM-48FD9,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-144GM-0826-SM-5O98R,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11DYG-2526-SM-5N9BB,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-Y8E4-2126-SM-5RQHO,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-S33H-1826-SM-4AD65,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-U3ZM-0926-SM-4DXSW,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11EQ9-1726-SM-5HL6U,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11WQK-2726-SM-5EQMU,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-RWSA-2026-SM-47JX8,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-YB5E-1826-SM-5IFI4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13FXS-2826-SM-5LZYC,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-131XF-1926-SM-5DUW4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11ZUS-2126-SM-5N9E6,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-146FQ-1726-SM-5QGPX,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZDYS-1226-SM-5IJF3,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13OW8-0426-SM-5J2NR,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-148VJ-1826-SM-5Q5DV,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-14ABY-0726-SM-5Q5DF,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-XMK1-1026-SM-4B65H,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-117YX-1526-SM-5H12T,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-145LV-1226-SM-5S2QH,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-OOBJ-2026-SM-3NB1R,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZUA1-2826-SM-59HLE,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-NFK9-2226-SM-3MJGP,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-S3XE-1326-SM-4AD4H,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-QEG4-2226-SM-4R1JM,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13O61-1726-SM-5KM46,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WOFM-0326-SM-4OOSL,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-VJYA-1226-SM-3GIJ6,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-PLZ6-1126-SM-3P5ZR,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-SNMC-0926-SM-4DM5U,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13FHO-2826-SM-5K7ZA,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11OF3-1726-SM-5GU5Q,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-132NY-2826-SM-5P9G2,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-SJXC-2026-SM-4DM6N,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-12696-2226-SM-5EQ65,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-14E6E-1126-SM-5S2R4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-Y9LG-1826-SM-4VBQC,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-14BMV-2326-SM-5RQJ4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-UTHO-2726-SM-4JBH9,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-117YW-1426-SM-5EGGO,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13O21-1126-SM-5N9EV,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-1399R-0526-SM-5IJEF,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZTTD-2726-SM-57WFA,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-QLQ7-1326-SM-4R1JY,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11TUW-2126-SM-5GU7B,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WFON-1626-SM-4LVMV,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-QV31-1026-SM-4R1K3,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-13NYS-1026-SM-5KLZT,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-WFG8-1826-SM-4LVM4,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-SNOS-1026-SM-4DM4Y,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-11O72-2726-SM-5HL6K,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
GTEX-ZTX8-1026-SM-5EGHD,Prostate,healthy,gtex,Prostate_healthy,gtex_healthy
TCGA-CV-7101-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-A45U-01A-12R-A24H-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-UF-A7JK-01A-11R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7180-01A-11R-2016-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-D6-6826-01A-11R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6961-01A-21R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-HD-8224-01A-11R-2403-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-CV-7410-01A-21R-2081-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-5970-01A-11R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-TN-A7HJ-01A-12R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BB-8601-01A-11R-2403-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-QK-AA3J-01A-11R-A39I-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6951-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-DQ-7596-01A-11R-2232-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-D6-A74Q-01A-11R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-MZ-A7D7-01A-21R-A34R-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-CV-A460-01A-21R-A24Z-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7435-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-5559-01A-01R-1514-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-IQ-A61H-01A-11R-A30B-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-7418-01A-11R-2081-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-A45X-01A-21R-A24Z-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-4074-01A-01R-1436-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-5976-01A-11R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-DQ-5630-01A-01R-1873-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-BA-A4IF-01A-11R-A266-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-6992-01A-11R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7369-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-T3-A92M-01A-31R-A39I-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6960-01A-41R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-D6-6827-01A-11R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-4726-01A-01R-1436-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-QK-A6VC-01A-23R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6940-01A-11R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-6484-01A-11R-1873-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-UF-A71A-01A-22R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-A6DL-01A-21R-A30B-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-5360-01A-01R-1436-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-A464-01A-11R-A266-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-6988-01A-11R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-F7-A50J-01A-21R-A28V-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CR-7392-01A-11R-2016-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-BA-5556-01A-01R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CQ-7063-01A-11R-2403-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7406-01A-11R-2081-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-BA-A6DD-01A-12R-A31N-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7183-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-5149-01A-01R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-UF-A718-01A-22R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-A45Z-01A-21R-A24Z-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CX-7082-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-P3-A6T3-01A-11R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-QK-A6IF-01A-11R-A31N-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-CN-6016-01A-11R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CR-6474-01A-11R-1873-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CX-7086-01A-11R-2081-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CQ-A4CE-01A-11R-A266-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-7097-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-D6-A4Z9-01A-11R-A24Z-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-6941-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-7235-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BB-7863-01A-11R-2232-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CR-5247-01A-01R-2016-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-F7-8298-01A-11R-2403-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-5966-01A-11R-1686-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7371-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-4734-01A-01R-1436-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-5439-01A-01R-1686-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-QK-A8Z7-01A-11R-A39I-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-6467-01A-11R-1873-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-BB-4217-01A-11R-2081-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BB-A5HU-01A-11R-A28V-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-C9-A480-01A-12R-A24H-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CN-A498-01A-11R-A24H-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-HD-8634-01A-11R-2403-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CN-5365-01A-01R-1436-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-F7-A61W-01A-11R-A28V-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-DQ-7592-01A-11R-2081-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-D6-6825-01A-21R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CR-6472-01A-11R-1873-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-BA-5557-01A-01R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-A6DJ-01A-11R-A30B-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CQ-A4C9-01A-11R-A24Z-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7429-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-4727-01A-01R-1436-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-QK-A64Z-01A-11R-A30B-07,Palate,tumor,tcga,Palate_tumor,tcga_tumor
TCGA-CQ-6222-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-BB-4227-01A-01R-1873-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CQ-5329-01A-01R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-WA-A7H4-01A-21R-A34R-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-BB-7864-01A-11R-2232-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-5440-01A-01R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-DQ-7593-01A-11R-2232-07,Base of tongue,tumor,tcga,Base of tongue_tumor,tcga_tumor
TCGA-BA-A6DG-01A-21R-A30B-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-A6K2-01A-11R-A31N-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-6493-01A-11R-1873-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CR-6473-01A-11R-1873-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CQ-5325-01A-01R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-F7-A50I-01A-11R-A28V-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7089-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-MT-A67D-01A-31R-A30B-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6441-01A-11R-1686-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CN-6012-01A-11R-1686-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7376-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-5367-01A-01R-1436-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-UF-A7JH-01A-21R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7370-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-6021-01A-11R-1686-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7095-01A-21R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7568-01A-11R-2232-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7391-01A-11R-2016-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-7252-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-HD-7229-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-BA-6868-01B-12R-1915-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-4738-01A-02R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-6996-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-P3-A6T4-01A-11R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-UF-A71D-01A-12R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-5430-01A-02R-1686-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6959-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-6955-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6934-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CQ-5323-01A-01R-1686-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-H7-7774-01A-21R-2081-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CR-7402-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-6942-01A-21R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-D6-6823-01A-11R-1915-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CQ-A4CH-01A-11R-A266-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-7091-01A-11R-2016-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-4739-01A-02R-1514-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CN-5364-01A-01R-1436-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-DQ-5624-01A-01R-1873-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CN-5374-01A-01R-1436-07,Tonsil,tumor,tcga,Tonsil_tumor,tcga_tumor
TCGA-CV-A6JY-01A-11R-A31N-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-A465-01A-11R-A266-07,Other and unspecified parts of tongue,tumor,tcga,Other and unspecified parts of tongue_tumor,tcga_tumor
TCGA-CV-A45O-01A-21R-A24H-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-CV-7440-01A-11R-2132-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
TCGA-UF-A7JD-01A-11R-A34R-07,Salivary Gland,tumor,tcga,Salivary Gland_tumor,tcga_tumor
