Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
GTEX-11P7K-1526-SM-5EGI7,GTEX-11OF3-1926-SM-59889,GTEX-12WSG-0226-SM-5EGIF,GTEX-11P7K-1026-SM-5HL6Y,GTEX-11DYG-0011-R11a-SM-DNZZP,GTEX-11GSP-0006-SM-5N9EL,GTEX-1212Z-0008-SM-5TDBW,GTEX-11EQ9-1226-SM-5987E,GTEX-11EQ9-2126-SM-5PNVW,GTEX-11DZ1-2426-SM-5GZZX,GTEX-1212Z-0526-SM-5FQSQ
GTEX-11P7K-1626-SM-5GU63,GTEX-11OF3-2426-SM-5Q5AS,GTEX-12WSH-0226-SM-5GCOG,GTEX-11P82-1526-SM-5BC5M,GTEX-11DYG-0011-R5a-SM-DO928,GTEX-11GSP-0726-SM-5986L,GTEX-12584-0008-SM-664MB,GTEX-11EQ9-1426-SM-5987G,GTEX-11GS4-0426-SM-5N9CD,GTEX-11EI6-0126-SM-5985R,GTEX-1212Z-0826-SM-5EQ51
GTEX-11P81-1926-SM-5BC53,GTEX-11ONC-2126-SM-5HL6E,GTEX-12WSJ-0326-SM-5GCMT,GTEX-11PRG-1526-SM-5HL6Z,GTEX-11DYG-0011-R6a-SM-DO936,GTEX-11I78-0001-SM-5Q5BE,GTEX-12696-0008-SM-5TDBX,GTEX-11EQ9-2226-SM-5987H,GTEX-11GS4-0526-SM-5A5KQ,GTEX-11EI6-0626-SM-5985T,GTEX-12696-0426-SM-5EGL5
GTEX-11P81-2026-SM-5P9GT,GTEX-11ONC-2526-SM-5986W,GTEX-12WSK-0926-SM-5CVNQ,GTEX-11TT1-0126-SM-5LUAA,GTEX-11DYG-0011-R7b-SM-EXUS6,GTEX-11I78-0005-SM-5N9GB,GTEX-1269C-0008-SM-5TDBY,GTEX-11GS4-1426-SM-5N9D2,GTEX-11GS4-2526-SM-5A5KT,GTEX-11EI6-1526-SM-5P9GL,GTEX-12696-0526-SM-5EQ3Z
GTEX-11P82-0826-SM-5P9GU,GTEX-11P7K-0826-SM-5BC5F,GTEX-12WSL-0626-SM-5GCOY,GTEX-11TT1-0326-SM-5LUAY,GTEX-11DYG-0011-R8a-SM-DO93F,GTEX-11I78-0126-SM-5HL6F,GTEX-12BJ1-0008-SM-5TDBZ,GTEX-11GS4-1826-SM-5HL4T,GTEX-11GSO-2526-SM-5PNVX,GTEX-11EI6-2826-SM-5H11D,GTEX-12696-2726-SM-5FQUL
GTEX-11P82-0926-SM-5986X,GTEX-11P7K-2026-SM-5GU74,GTEX-12WSN-0726-SM-5GCMS,GTEX-11TT1-1726-SM-5EQLJ,GTEX-11DYG-2926-SM-5H132,GTEX-11I78-0226-SM-5HL6R,GTEX-12C56-0008-SM-5TDC1,GTEX-11GSP-0326-SM-5A5KW,GTEX-11GSP-0126-SM-5A5KU,GTEX-11EM3-0826-SM-5N9CC,GTEX-12KS4-0626-SM-5PNY4
GTEX-11P82-1026-SM-5BC5J,GTEX-11P81-0726-SM-5PNYH,GTEX-12ZZX-1226-SM-5EGHS,GTEX-11TUW-1726-SM-5BC5C,GTEX-11DYG-3126-SM-5A5L6,GTEX-11LCK-0005-SM-5O98U,GTEX-12KS4-0008-SM-664MC,GTEX-11GSP-1626-SM-5986N,GTEX-11GSP-1226-SM-5985M,GTEX-11EM3-1226-SM-5N9DD,GTEX-12WSD-1026-SM-5EQ42
GTEX-11P82-1126-SM-5BC5K,GTEX-11P81-2426-SM-5GU65,GTEX-12ZZY-0826-SM-5EQMT,GTEX-11VI4-0426-SM-5EGHZ,GTEX-11DZ1-0011-R10b-SM-DO943,GTEX-11LCK-0126-SM-5A5M5,GTEX-12WSA-0008-SM-5TDC3,GTEX-11GSP-1726-SM-5A5LI,GTEX-11GSP-1326-SM-5A5KY,GTEX-11EM3-2426-SM-59861,GTEX-12WSF-1526-SM-6PAN6
GTEX-11TT1-0726-SM-5GU5A,GTEX-11P82-0326-SM-5HL51,GTEX-12ZZZ-1226-SM-59HK1,GTEX-11WQC-0726-SM-5EQMR,GTEX-11DZ1-0011-R11b-SM-DO11W,GTEX-11LCK-0326-SM-5A5M7,GTEX-12WSC-0008-SM-664MK,GTEX-11GSP-2226-SM-5HL5Q,GTEX-11GSP-2726-SM-5A5LJ,GTEX-11EMC-1926-SM-5A5JU,GTEX-12WSH-2826-SM-5GCP5
GTEX-11TT1-1026-SM-5PNW7,GTEX-11P82-1326-SM-5HL62,GTEX-13111-0226-SM-5EQ55,GTEX-11XUK-0126-SM-5CVLK,GTEX-11DZ1-0011-R2a-SM-DNZZM,GTEX-11LCK-0426-SM-5A5M8,GTEX-12WSD-0008-SM-664ME,GTEX-11GSP-2426-SM-5N9BD,GTEX-11H98-0326-SM-5HL4S,GTEX-11EMC-2026-SM-5A5JV,GTEX-12WSK-0726-SM-5LZUV
GTEX-11TTK-1926-SM-5PNW8,GTEX-11P82-1726-SM-5Q5AT,GTEX-13112-0326-SM-5P9IW,GTEX-11XUK-0626-SM-5N9ES,GTEX-11DZ1-0011-R3a-SM-DNZYY,GTEX-11NSD-0326-SM-5A5LS,GTEX-12WSE-0008-SM-5YY9P,GTEX-11I78-1326-SM-5PNY9,GTEX-11I78-0826-SM-5A5K4,GTEX-11EMC-2226-SM-5A5JW,GTEX-12WSL-0926-SM-5N9EK
GTEX-11TUW-2126-SM-5GU7B,GTEX-11PRG-0626-SM-5BC56,GTEX-13112-2126-SM-5GCO4,GTEX-11ZTS-1426-SM-5EQMM,GTEX-11DZ1-0011-R5a-SM-DO11J,GTEX-11NSD-0426-SM-5N9CR,GTEX-12WSF-0008-SM-5YY8S,GTEX-11I78-1426-SM-5PNVY,GTEX-11I78-2426-SM-5A5K9,GTEX-11EMC-2526-SM-5PNVU,GTEX-12WSL-2426-SM-5GCN7
GTEX-11TUW-2426-SM-5EQKB,GTEX-11TT1-1926-SM-5PNYN,GTEX-13113-0126-SM-5LZVX,GTEX-11ZTS-1926-SM-5CVLA,GTEX-11DZ1-0011-R6b-SM-DNZZG,GTEX-11NUK-0005-SM-5MR5F,GTEX-12WSG-0008-SM-5TDC4,GTEX-11I78-2326-SM-5Q5AH,GTEX-11LCK-0826-SM-5PNYD,GTEX-11EMC-2926-SM-5EQ4F,GTEX-12WSL-2626-SM-5GCNV
GTEX-11VI4-1426-SM-5GU6O,GTEX-11TT1-2426-SM-5EQMK,GTEX-1313W-0726-SM-5EGK1,GTEX-11ZUS-2526-SM-59872,GTEX-11DZ1-0011-R7a-SM-DNZZH,GTEX-11NUK-0826-SM-5HL4U,GTEX-12WSH-0008-SM-5S2V1,GTEX-11LCK-1526-SM-5HL64,GTEX-11LCK-0926-SM-5A5KA,GTEX-11EQ8-0926-SM-5H12V,GTEX-12WSN-0326-SM-5GCP6
GTEX-11VI4-1526-SM-5EQKC,GTEX-11TT1-2626-SM-5EGL2,GTEX-131XE-0126-SM-5LZVC,GTEX-11ZVC-0726-SM-5FQT9,GTEX-11DZ1-0011-R8b-SM-DNZZI,GTEX-11NV4-0005-SM-5N9EX,GTEX-12WSI-0008-SM-664MD,GTEX-11LCK-1626-SM-5PNYB,GTEX-11LCK-1226-SM-5Q5AM,GTEX-11EQ9-0726-SM-5A5K2,GTEX-12ZZW-0426-SM-5GCO9
GTEX-11VI4-1626-SM-5EQKO,GTEX-11TTK-0226-SM-5N9EC,GTEX-131XF-1826-SM-5EGKG,GTEX-11ZVC-1426-SM-5EGGA,GTEX-11DZ1-0011-R9a-SM-DO933,GTEX-11NV4-1126-SM-5HL6J,GTEX-12WSJ-0008-SM-664ML,GTEX-11LCK-1926-SM-5A5KE,GTEX-11NSD-2026-SM-5HL5U,GTEX-11EQ9-1626-SM-5PNY8,GTEX-12ZZW-2326-SM-5DUW2
GTEX-11WQC-1726-SM-5GU4W,GTEX-11TUW-1826-SM-5BC5D,GTEX-131XG-0226-SM-5IFG1,GTEX-1211K-1126-SM-5EGGB,GTEX-11DZ1-2926-SM-5A5KI,GTEX-11O72-0006-SM-5O9DB,GTEX-12WSK-0008-SM-5YY9R,GTEX-11NSD-1226-SM-5986Q,GTEX-11NUK-0226-SM-5A5L4,GTEX-11EQ9-2426-SM-5HL5T,GTEX-12ZZY-0526-SM-5EQ5H
GTEX-11WQK-2726-SM-5EQMU,GTEX-11TUW-2626-SM-5EQKZ,GTEX-131XH-0526-SM-5DUX7,GTEX-1212Z-0226-SM-59HLF,GTEX-11EI6-0011-R10a-SM-DO93R,GTEX-11O72-1326-SM-5BC5A,GTEX-12WSL-0008-SM-664MM,GTEX-11NV4-0526-SM-5N9BF,GTEX-11NUK-0526-SM-5A5L5,GTEX-11GS4-0226-SM-5HL77,GTEX-13111-0526-SM-5LZVF
GTEX-11WQK-2926-SM-5EQKT,GTEX-11UD1-0226-SM-5EQKL,GTEX-131YS-0726-SM-5P9G9,GTEX-12696-0826-SM-5EGGE,GTEX-11EI6-0011-R11a-SM-DO11V,GTEX-11OC5-0004-SM-5S2O6,GTEX-12WSM-0008-SM-5S2VD,GTEX-11O72-1926-SM-5PNW1,GTEX-11NUK-0926-SM-5HL57,GTEX-11GS4-2126-SM-5A5KR,GTEX-13111-1726-SM-5EGJZ
GTEX-11XUK-0226-SM-5EQLW,GTEX-11UD2-0126-SM-5EQL2,GTEX-132AR-1126-SM-5P9GA,GTEX-1269C-0626-SM-5FQSS,GTEX-11EI6-0011-R1a-SM-DO93L,GTEX-11OC5-0006-SM-5N9FA,GTEX-12WSN-0008-SM-664MI,GTEX-11O72-2026-SM-5N9G8,GTEX-11NV4-0326-SM-5HL58,GTEX-11GS4-2726-SM-5A5LE,GTEX-13111-2126-SM-5LZU2
GTEX-11XUK-1426-SM-5EQMG,GTEX-11WQC-2426-SM-5EQKQ,GTEX-132NY-1026-SM-5P9IY,GTEX-12BJ1-1126-SM-5EGGG,GTEX-11EI6-0011-R8a-SM-DO93M,GTEX-11OF3-0006-SM-5O9CM,GTEX-12ZZW-0008-SM-5YY9L,GTEX-11OC5-0426-SM-5Q5AR,GTEX-11NV4-0826-SM-5BC4S,GTEX-11GSO-2426-SM-5A5LY,GTEX-13113-0526-SM-5GCN2
GTEX-11ZTT-2226-SM-5CVLP,GTEX-11WQK-2426-SM-5GU5C,GTEX-132QS-0326-SM-5IJFN,GTEX-12BJ1-1826-SM-5HL9N,GTEX-11EI6-0426-SM-5EQ43,GTEX-11OF3-1126-SM-5986C,GTEX-12ZZX-0008-SM-5YY9N,GTEX-11OF3-2226-SM-5986F,GTEX-11O72-0326-SM-5986D,GTEX-11GSP-0926-SM-9WYSG,GTEX-1313W-0826-SM-5EQ4T
GTEX-11ZVC-2126-SM-5EGJ1,GTEX-11XUK-1726-SM-5GU61,GTEX-133LE-0326-SM-5P9G4,GTEX-12KS4-1326-SM-5LUB3,GTEX-11EI6-2226-SM-5EGJM,GTEX-11ONC-0005-SM-5O9CY,GTEX-12ZZY-0008-SM-5YY9Q,GTEX-11OF3-2326-SM-5GU73,GTEX-11O72-1026-SM-5986B,GTEX-11GSP-1826-SM-5N9DQ,GTEX-1313W-1026-SM-5EQ5I
GTEX-1211K-1726-SM-5FQUJ,GTEX-11ZTS-0226-SM-5EQKD,GTEX-1399R-0126-SM-5IFEV,GTEX-12WSD-1426-SM-5GCN9,GTEX-11EI6-2426-SM-5PNVS,GTEX-11P7K-0003-SM-5S2OU,GTEX-12ZZZ-0008-SM-5YY9S,GTEX-11ONC-1426-SM-5N9F4,GTEX-11O72-1126-SM-5N9E2,GTEX-11GSP-2326-SM-5HL63,GTEX-1313W-1626-SM-5J1OE
GTEX-12696-1726-SM-5EQLH,GTEX-11ZTS-1326-SM-5EQMA,GTEX-1399T-0126-SM-5KM15,GTEX-12WSD-1626-SM-5GCNR,GTEX-11EI6-2926-SM-5985U,GTEX-11P7K-0006-SM-5N9FM,GTEX-13111-0008-SM-5YY8R,GTEX-11ONC-2026-SM-5HL61,GTEX-11OC5-0326-SM-5PNW5,GTEX-11GSP-2526-SM-5N9BP,GTEX-131XE-2626-SM-5PNYY
GTEX-1269C-2426-SM-5FQSN,GTEX-11ZTT-2326-SM-5EQLG,GTEX-1399U-0326-SM-5P9G5,GTEX-12WSG-0626-SM-5FQTQ,GTEX-11EI6-3026-SM-5GZZO,GTEX-11P7K-0326-SM-59871,GTEX-13112-0008-SM-5YY9M,GTEX-11P7K-0126-SM-5986E,GTEX-11OF3-2526-SM-5P9JL,GTEX-11H98-0126-SM-5EGHG,GTEX-131XF-0626-SM-5GIDS
GTEX-12BJ1-1226-SM-5LUAE,GTEX-11ZTT-2526-SM-5EQM9,GTEX-139T6-0326-SM-5J2LY,GTEX-12WSG-0726-SM-5EGIG,GTEX-11EI6-3126-SM-5H111,GTEX-11P7K-0426-SM-5BC5H,GTEX-13113-0008-SM-5YY9T,GTEX-11P7K-1226-SM-5HL4X,GTEX-11ONC-0126-SM-5PNW6,GTEX-11I78-1526-SM-5A5K7,GTEX-131XF-2526-SM-5EQ68
GTEX-12BJ1-1726-SM-5HL9B,GTEX-11ZUS-0726-SM-59886,GTEX-139TS-0126-SM-5K7XJ,GTEX-12WSG-1026-SM-5EGII,GTEX-11EM3-1726-SM-5N9D1,GTEX-11P81-0006-SM-5NQ7A,GTEX-1313W-0008-SM-5YYAP,GTEX-11P7K-1426-SM-5EGKY,GTEX-11ONC-1026-SM-5GU64,GTEX-11I78-2026-SM-5987C,GTEX-131XG-0826-SM-5LZVS
GTEX-12BJ1-1926-SM-5HL9Z,GTEX-11ZUS-0826-SM-5FQUY,GTEX-139UW-0126-SM-5KM1B,GTEX-12WSH-0326-SM-5GCNH,GTEX-11EMC-0011-R10a-SM-DNZZJ,GTEX-11P81-0226-SM-5HL5M,GTEX-1314G-0008-SM-5YY9K,GTEX-11P7K-1726-SM-5GU6F,GTEX-11ONC-2426-SM-5GU7H,GTEX-11LCK-1026-SM-5A5KB,GTEX-131XG-1926-SM-5LZVG
GTEX-12BJ1-2126-SM-5BC5O,GTEX-11ZVC-2626-SM-5FQTA,GTEX-139YR-1226-SM-5IFEU,GTEX-12WSI-0226-SM-5GCNA,GTEX-11EMC-0011-R11b-SM-DNZZK,GTEX-11P81-1326-SM-5GU5S,GTEX-131XF-0008-SM-664MH,GTEX-11P7K-1826-SM-5HL5A,GTEX-11P7K-1926-SM-5GU6R,GTEX-11LCK-1726-SM-5S2OQ,GTEX-131XG-2226-SM-5DUXS
GTEX-12C56-0626-SM-5EGGC,GTEX-1211K-1226-SM-5EQ4N,GTEX-13CF3-0926-SM-5LZZC,GTEX-12WSI-2126-SM-5GCMV,GTEX-11EMC-0011-R2b-SM-DO114,GTEX-11P82-0006-SM-5N9FY,GTEX-131XG-0008-SM-5YY9O,GTEX-11P81-0926-SM-59874,GTEX-11P81-0526-SM-59873,GTEX-11LCK-2226-SM-5HL4Q,GTEX-131XW-0226-SM-5IJCA
GTEX-12C56-1326-SM-5FQSV,GTEX-1211K-1926-SM-5EQLB,GTEX-13D11-0226-SM-5LZXL,GTEX-12WSK-0226-SM-5BC62,GTEX-11EMC-0011-R8b-SM-DO91Z,GTEX-11P82-0726-SM-5PNYL,GTEX-131XH-0008-SM-5YYAC,GTEX-11P81-1026-SM-5GU54,GTEX-11P81-2526-SM-5GU6H,GTEX-11NSD-0626-SM-5A5LU,GTEX-131YS-0426-SM-5EQ4J
GTEX-12KS4-2426-SM-5LU8P,GTEX-1211K-2226-SM-5FQU6,GTEX-13FH7-0126-SM-5KLZ1,GTEX-12WSK-0326-SM-5GCOJ,GTEX-11EMC-0011-R9b-SM-DO921,GTEX-11PRG-0005-SM-5NQ6X,GTEX-131XW-0008-SM-664MJ,GTEX-11P81-1126-SM-5GU5G,GTEX-11P82-1826-SM-5PNYJ,GTEX-11NSD-0826-SM-5986S,GTEX-131YS-1226-SM-5K7VE
GTEX-12WSD-2326-SM-59HKQ,GTEX-12126-0426-SM-5Q5AP,GTEX-13FHO-0926-SM-5N9EW,GTEX-12WSL-0226-SM-5CVMJ,GTEX-11EMC-3126-SM-5EGJP,GTEX-11PRG-0926-SM-5EGI8,GTEX-131YS-0008-SM-5YY9Z,GTEX-11P81-1426-SM-5P9JN,GTEX-11P82-1926-SM-5Q5AU,GTEX-11NSD-1126-SM-5N9BQ,GTEX-132AR-0726-SM-5EQ6J
GTEX-12WSG-0826-SM-5EQ5A,GTEX-1212Z-2426-SM-5EQ5D,GTEX-13FHP-0926-SM-5L3EC,GTEX-12WSL-0326-SM-5CVMK,GTEX-11EMC-3226-SM-5EGKW,GTEX-11TT1-0004-SM-5S2NT,GTEX-132AR-0008-SM-62LDH,GTEX-11P81-1626-SM-5BC52,GTEX-11PRG-0326-SM-5GU53,GTEX-11NSD-2226-SM-5986V,GTEX-132AR-1326-SM-5K7YC
GTEX-12WSG-1426-SM-5FQUK,GTEX-12584-0226-SM-5EQL5,GTEX-13FLV-0226-SM-5J2OF,GTEX-12WSL-0426-SM-5GCNX,GTEX-11EMC-3326-SM-5P9JH,GTEX-11TT1-0005-SM-5NQ8Y,GTEX-132NY-0008-SM-62LFX,GTEX-11P81-2726-SM-59876,GTEX-11TT1-1326-SM-5PNYM,GTEX-11NUK-0126-SM-5A5L3,GTEX-132AR-2126-SM-5K7XG
GTEX-12WSG-2026-SM-5FQUU,GTEX-12696-1826-SM-5EGJS,GTEX-13FLW-0326-SM-5J2M4,GTEX-12WSM-0526-SM-5GCO8,GTEX-11EQ8-1426-SM-5EGJR,GTEX-11TT1-0926-SM-5GU5M,GTEX-132Q8-0008-SM-5ZZUC,GTEX-11P82-0126-SM-5HL72,GTEX-11TT1-1426-SM-5EGIA,GTEX-11NUK-1326-SM-5P9GN,GTEX-132NY-0626-SM-5L3D9
GTEX-12WSI-0826-SM-5EGKD,GTEX-12696-2526-SM-5EQLN,GTEX-13FTW-0626-SM-5IFEX,GTEX-12WSM-0726-SM-5GCOW,GTEX-11EQ9-1926-SM-5PNVV,GTEX-11TT1-1626-SM-5EQL7,GTEX-132QS-0008-SM-5ZZUB,GTEX-11P82-0626-SM-5PNYK,GTEX-11TT1-2326-SM-5GU6N,GTEX-11NUK-1426-SM-5HL68,GTEX-132NY-1126-SM-5PNVE
GTEX-12WSK-1426-SM-5CVNN,GTEX-1269C-2726-SM-5EGJ4,GTEX-13FTY-0726-SM-5J2OH,GTEX-12WSM-1326-SM-5GCP9,GTEX-11EQ9-2326-SM-5HL5H,GTEX-11TTK-0005-SM-5O9BX,GTEX-1339X-0008-SM-5ZZUL,GTEX-11TT1-0426-SM-5EGI9,GTEX-11TTK-0326-SM-5BC5N,GTEX-11NUK-1726-SM-5A5L2,GTEX-132Q8-0526-SM-5IJBQ
GTEX-12WSK-1526-SM-5CVNO,GTEX-12BJ1-0826-SM-5EQ5P,GTEX-13FXS-0726-SM-5LZXJ,GTEX-12WSN-0826-SM-5GCOF,GTEX-11GS4-0011-R1a-SM-DO129,GTEX-11TUW-0006-SM-5LZW2,GTEX-133LE-0008-SM-62LDD,GTEX-11TT1-0626-SM-5GU4X,GTEX-11TUW-1026-SM-5GU7D,GTEX-11NUK-2726-SM-5A5MC,GTEX-132QS-0626-SM-62LFM
GTEX-12WSL-2126-SM-5GCNG,GTEX-12BJ1-1426-SM-5BC5Q,GTEX-13G51-1226-SM-5K7Z3,GTEX-12WSN-0926-SM-5GCN1,GTEX-11GS4-0011-R2a-SM-DO942,GTEX-11TUW-0526-SM-5LU9A,GTEX-1399Q-0008-SM-62LDE,GTEX-11TUW-1226-SM-5GU7C,GTEX-11TUW-1126-SM-5EQKJ,GTEX-11O72-0126-SM-59887,GTEX-1339X-0526-SM-5KLYW
GTEX-12WSM-1826-SM-5BC64,GTEX-12BJ1-2626-SM-5FQUF,GTEX-13IVO-0926-SM-5KLZP,GTEX-12ZZX-1726-SM-5BC63,GTEX-11GS4-2026-SM-5N9CP,GTEX-11TUW-1926-SM-5BC58,GTEX-1399R-0008-SM-5ZZUF,GTEX-11TUW-2026-SM-5EQL8,GTEX-11TUW-2526-SM-5EQKN,GTEX-11O72-0626-SM-5PNYE,GTEX-1339X-0726-SM-5L3FF
GTEX-12WSN-2226-SM-5DUXT,GTEX-12C56-0826-SM-5EGJ5,GTEX-13JVG-0926-SM-5IJE1,GTEX-12ZZZ-1326-SM-59HKW,GTEX-11GS4-3026-SM-5A5LG,GTEX-11UD2-0005-SM-5NQ9B,GTEX-1399S-0008-SM-62LDF,GTEX-11TUW-2326-SM-5EQMO,GTEX-11UD1-0326-SM-5EQKX,GTEX-11OC5-0126-SM-5HL6A,GTEX-1339X-2626-SM-5K7YX
GTEX-12ZZX-1126-SM-5EGKB,GTEX-12C56-1626-SM-5FQUO,GTEX-13N11-1026-SM-5K7XQ,GTEX-13112-1426-SM-5EGH8,GTEX-11GS4-3126-SM-5A5LH,GTEX-11UD2-0726-SM-5EQ69,GTEX-1399T-0008-SM-62LDB,GTEX-11UD2-1226-SM-5EQMI,GTEX-11UD2-0326-SM-5EQLE,GTEX-11OF3-0126-SM-5PNYF,GTEX-1339X-2726-SM-5PNYU
GTEX-12ZZZ-2026-SM-5LZWJ,GTEX-12KS4-0126-SM-5Q5A5,GTEX-13N1W-0826-SM-5MR5J,GTEX-13113-1326-SM-5GCOI,GTEX-11GSO-0011-R1b-SM-57WD3,GTEX-11VI4-0001-SM-5S2OI,GTEX-1399U-0008-SM-5S2VE,GTEX-11UD2-1526-SM-5EQLQ,GTEX-11UD2-0926-SM-5CVL6,GTEX-11OF3-2626-SM-5GU7F,GTEX-133LE-0226-SM-5PNY3
GTEX-13111-0726-SM-5DUVE,GTEX-12KS4-0426-SM-5EQMC,GTEX-13N2G-0726-SM-5MR38,GTEX-131XE-1926-SM-5IFER,GTEX-11GSO-0011-R2a-SM-57WDF,GTEX-11VI4-0006-SM-5N9D8,GTEX-139D8-0008-SM-5ZZUH,GTEX-11VI4-0326-SM-5EQ6L,GTEX-11VI4-1926-SM-5CVLI,GTEX-11ONC-1526-SM-5GU6S,GTEX-1399R-0626-SM-5K7UZ
GTEX-13111-1426-SM-5DUW3,GTEX-12KS4-1526-SM-5EQ6E,GTEX-13NYB-0626-SM-5MR47,GTEX-131XF-1426-SM-5BC68,GTEX-11GSO-0011-R3b-SM-57WB2,GTEX-11VI4-0126-SM-5GU6Z,GTEX-139T4-0008-SM-5S2WF,GTEX-11VI4-0626-SM-5EQLO,GTEX-11WQC-2626-SM-5CVLF,GTEX-11P7K-0726-SM-5EGKX,GTEX-1399R-1826-SM-5J2M9
GTEX-13111-2326-SM-5LZUQ,GTEX-12WSA-0326-SM-5BC6I,GTEX-13NYB-0726-SM-5MR4J,GTEX-131XG-1426-SM-5GCMO,GTEX-11GSO-2626-SM-5Q5AK,GTEX-11VI4-1226-SM-5EQMP,GTEX-139T8-0008-SM-5ZZUD,GTEX-11VI4-1026-SM-5EQM1,GTEX-11WQK-0226-SM-5EQLI,GTEX-11P7K-1126-SM-5HL4L,GTEX-1399S-0926-SM-5PNVQ
GTEX-13113-0726-SM-5LZUF,GTEX-12WSA-1626-SM-5EGJV,GTEX-13NYC-2426-SM-5MR3K,GTEX-131XG-2026-SM-5GCN5,GTEX-11GSO-2826-SM-5HL6Q,GTEX-11WQC-0006-SM-5LZVP,GTEX-139TS-0008-SM-62LDG,GTEX-11VI4-2026-SM-5CVLJ,GTEX-11WQK-0726-SM-5GU71,GTEX-11P7K-1326-SM-5BC5G,GTEX-1399S-2126-SM-5J2MH
GTEX-13113-1226-SM-5EGHT,GTEX-12WSC-0226-SM-5EQ52,GTEX-13NZ8-0226-SM-5J2OK,GTEX-131XH-0626-SM-5LZWH,GTEX-11GSO-2926-SM-5HL73,GTEX-11WQC-0626-SM-5EQMF,GTEX-139TU-0008-SM-5ZZUK,GTEX-11WQC-2726-SM-5CVLG,GTEX-11XUK-2226-SM-5CVLL,GTEX-11P7K-2126-SM-5GU7G,GTEX-1399S-2626-SM-5L3DU
GTEX-13113-1426-SM-5EGHU,GTEX-12WSC-1726-SM-5GCN3,GTEX-13NZ9-1126-SM-5MR37,GTEX-131YS-1626-SM-5HL6C,GTEX-11GSO-3026-SM-5Q5AL,GTEX-11WQK-0005-SM-5O9AV,GTEX-139YR-0008-SM-5ZZUM,GTEX-11WQK-2226-SM-5CVL7,GTEX-11ZTS-0526-SM-5CVL9,GTEX-11P81-0826-SM-5P9GR,GTEX-1399T-0526-SM-5J1NC
GTEX-13113-1526-SM-5EGHV,GTEX-12WSD-0226-SM-59HKO,GTEX-13NZA-1026-SM-5MR48,GTEX-132AR-0426-SM-5IFH8,GTEX-11GSP-0011-R10a-SM-5NQ7J,GTEX-11WQK-1226-SM-5GU5Z,GTEX-13CF2-0008-SM-62LDC,GTEX-11XUK-0726-SM-5EQMX,GTEX-11ZTT-0526-SM-5EQLA,GTEX-11P81-2126-SM-5HL6N,GTEX-1399U-0426-SM-5K7UU
GTEX-1314G-2026-SM-5LZUM,GTEX-12WSG-0426-SM-5FQSE,GTEX-13O1R-0826-SM-5J2MB,GTEX-132AR-1426-SM-5IFF1,GTEX-11GSP-0011-R11b-SM-5NQ7V,GTEX-11XUK-0005-SM-5LU9F,GTEX-13CZU-0008-SM-5ZZUI,GTEX-11XUK-0926-SM-5EQL3,GTEX-11ZTT-2626-SM-5EQKK,GTEX-11P81-2226-SM-5PNYI,GTEX-1399U-0626-SM-5J1NZ
GTEX-131XE-0826-SM-5HL9W,GTEX-12WSI-1526-SM-5GCNM,GTEX-13O21-2226-SM-5MR3L,GTEX-132AR-1726-SM-5EGHQ,GTEX-11GSP-0011-R1a-SM-9QEJ3,GTEX-11XUK-0426-SM-5EQML,GTEX-13CZV-0008-SM-5ZZUE,GTEX-11XUK-2426-SM-5GU72,GTEX-11ZU8-2326-SM-5EQMJ,GTEX-11P81-2326-SM-59875,GTEX-1399U-1726-SM-5P9J4
GTEX-131XF-1226-SM-5HL8V,GTEX-12WSJ-0126-SM-5GCOM,GTEX-13O3O-0926-SM-5KM1F,GTEX-132AR-1826-SM-5EGHR,GTEX-11GSP-0011-R2b-SM-9QEGE,GTEX-11ZTS-0005-SM-5NQ8A,GTEX-13FH7-0008-SM-5ZZUJ,GTEX-11ZTS-0326-SM-5EQKP,GTEX-11ZUS-0226-SM-5FQT8,GTEX-11P82-0226-SM-5HL4O,GTEX-139TS-0226-SM-5K7W5
GTEX-131XF-1326-SM-5GCMQ,GTEX-12WSJ-0926-SM-5P9JD,GTEX-13O3P-0726-SM-5J2OM,GTEX-132NY-0926-SM-5P9G3,GTEX-11GSP-0011-R3a-SM-9QEGF,GTEX-11ZTS-1226-SM-5EQMQ,GTEX-145MG-0126-SM-5TDDA,GTEX-11ZTS-0826-SM-5EQ49,GTEX-11ZUS-0326-SM-5EQ4W,GTEX-11P82-0426-SM-5HL5D,GTEX-139TU-1126-SM-5J1NY
GTEX-131XG-1226-SM-5EGH9,GTEX-12WSJ-1526-SM-5GCNI,GTEX-13O3Q-0626-SM-5IJG1,GTEX-132QS-0126-SM-5IFH9,GTEX-11GSP-0011-R5a-SM-57WBE,GTEX-11ZTT-0002-SM-5S2PA,GTEX-14JG6-0626-SM-68716,GTEX-11ZTS-1026-SM-5LU8O,GTEX-11ZUS-1426-SM-5FQSP,GTEX-11P82-0526-SM-5986P,GTEX-139UW-0426-SM-5K7V4
