Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
,,GTEX-ZPU1-0926-SM-57WDO,GTEX-1CAMS-0526-SM-7EWEX,,GTEX-1E1VI-0011-R1a-SM-ARZMM,,,,,
,,GTEX-1EU9M-0006-SM-ARU6I,GTEX-ZF2S-0008-SM-4E3IK,,GTEX-YFC4-0011-R6b-SM-4V6E1,,,,,
,,GTEX-1GMR3-0626-SM-9WYT3,GTEX-11O72-0008-SM-5Q5DN,,GTEX-11WQK-3026-SM-5EQL6,,,,,
,,GTEX-ZAJG-1626-SM-5HL7I,GTEX-1GN2E-0826-SM-9WYT8,,GTEX-1E1VI-0011-R2a-SM-9QEGS,,,,,
,,GTEX-1GMR3-0726-SM-9WPOF,GTEX-1GN2E-1126-SM-9MQK9,,GTEX-ZAB4-0011-R3a-SM-4RGNQ,,,,,
,,GTEX-ZV6S-1826-SM-5NQ8D,GTEX-1C6VQ-2726-SM-73KUL,,GTEX-ZAB4-0011-R2a-SM-4RGNP,,,,,
,,GTEX-ZV6S-1626-SM-5NQ81,GTEX-11P7K-1826-SM-5HL5A,,GTEX-ZAB4-0011-R1a-SM-4RGNO,,,,,
,,GTEX-1GMR3-0826-SM-9WYT4,GTEX-1GPI6-0526-SM-9MQKR,,GTEX-YFC4-0011-R4a-SM-4RGLQ,,,,,
,,GTEX-1C2JI-2226-SM-7IGPJ,GTEX-1C6VS-0826-SM-7EWEI,,GTEX-YFC4-0011-R5a-SM-4RGLR,,,,,
,,GTEX-1211K-0006-SM-5MR53,GTEX-11P7K-2326-SM-5EGKZ,,GTEX-ZAB4-0011-R10a-SM-4SOKH,,,,,
,,GTEX-1H4P4-0326-SM-9WYTD,GTEX-1C6VS-0726-SM-7EPHF,,GTEX-1E2YA-0011-R5a-SM-9QEGT,,,,,
,,GTEX-ZPU1-1226-SM-5HL71,GTEX-11P81-0008-SM-5S2OT,,GTEX-1212Z-0326-SM-5FQSJ,,,,,
,,GTEX-1H4P4-0226-SM-9YFKT,GTEX-11P81-0326-SM-5HL6B,,GTEX-14BIM-0011-R5b-SM-5S2RM,,,,,
,,GTEX-ZAJG-1226-SM-5S2MH,GTEX-1GPI7-0626-SM-9MQKF,,GTEX-P44G-0011-R4A-SM-2I3FB,,,,,
,,GTEX-1C475-0006-SM-9MQL7,GTEX-ZDYS-0626-SM-5J2N5,,GTEX-1HCVE-0011-R7b-SM-A9G1I,,,,,
,,GTEX-1C6WA-0226-SM-7IGPO,GTEX-ZDYS-0526-SM-5L3EE,,GTEX-1HBPI-2726-SM-9WPPF,,,,,
,,GTEX-1EN7A-1626-SM-79OLV,GTEX-11P81-1126-SM-5GU5G,,GTEX-12126-0011-R10b-SM-5BC6T,,,,,
,,GTEX-YEC4-2426-SM-57WFO,GTEX-ZDYS-0008-SM-4E3IX,,GTEX-1HFI6-0011-R7b-SM-CM2SS,,,,,
,,GTEX-ZV6S-0226-SM-59HJT,GTEX-11P81-1626-SM-5BC52,,GTEX-11UD1-0011-R2b-SM-5BC6O,,,,,
,,GTEX-YECK-0005-SM-4W217,GTEX-11P81-1926-SM-5BC53,,GTEX-11UD1-0011-R1b-SM-5BC7D,,,,,
,,GTEX-11GS4-2626-SM-5A5LD,GTEX-1C6VR-2826-SM-7EWEE,,GTEX-ZDXO-0011-R10a-SM-4WWD8,,,,,
,,GTEX-11TUW-0226-SM-5LU8X,GTEX-ZDXO-1726-SM-5HL6L,,GTEX-ZDXO-0011-R11a-SM-4WWD9,,,,,
,,GTEX-YECK-0226-SM-4W215,GTEX-11P81-2726-SM-59876,,GTEX-ZDXO-0011-R1a-SM-4WKF4,,,,,
,,GTEX-ZAJG-0726-SM-5HL9A,GTEX-11P82-0008-SM-5S2MS,,GTEX-1EH9U-0011-R9b-SM-9WG5T,,,,,
,,GTEX-11ZVC-2626-SM-5FQTA,GTEX-11P82-0126-SM-5HL72,,GTEX-11ZVC-0011-R9a-SM-57WC5,,,,,
,,GTEX-11TUW-0526-SM-5LU9A,GTEX-1C6VR-0426-SM-7IGN6,,GTEX-P44G-0011-R7A-SM-2I3F9,,,,,
,,GTEX-1C475-0326-SM-7SB8O,GTEX-ZDXO-0008-SM-4E3HR,,GTEX-P44G-0011-R6A-SM-2XCD3,,,,,
,,GTEX-1GMR3-2026-SM-9MQLG,GTEX-ZDTT-2426-SM-4WKFX,,GTEX-ZDXO-0011-R3a-SM-4WKFS,,,,,
,,GTEX-1H4P4-0006-SM-AHZ24,GTEX-1GTWX-0426-SM-9MQM1,,GTEX-14BIM-0011-R9a-SM-6LLJL,,,,,
,,GTEX-YECK-0726-SM-EZ6LV,GTEX-1GTWX-0526-SM-9YFL1,,GTEX-YJ89-3026-SM-5IFJI,,,,,
,,GTEX-YEC4-0926-SM-5PNXY,GTEX-1GPI6-0426-SM-7PBZI,,GTEX-YJ89-0011-R3b-SM-4V6EF,,,,,
,,GTEX-1GN2E-0005-SM-ARU6L,GTEX-ZE7O-0008-SM-4E3JQ,,GTEX-1HCVE-0011-R5b-SM-CKZP7,,,,,
,,GTEX-11DYG-2026-SM-5EGGX,GTEX-11OF3-2226-SM-5986F,,GTEX-1HBPI-2826-SM-ARZNO,,,,,
,,GTEX-1211K-0826-SM-5FQUP,GTEX-1C6WA-0008-SM-EXUR7,,GTEX-11UD2-0011-R9b-SM-DO926,,,,,
,,GTEX-1EU9M-1126-SM-793DE,GTEX-11OF3-2326-SM-5GU73,,GTEX-1EH9U-0011-R1b-SM-CJI2B,,,,,
,,GTEX-11GSO-0226-SM-5A5LV,GTEX-1CAMQ-1126-SM-7EWFE,,GTEX-1HBPM-0011-R9b-SM-ARL7C,,,,,
,,GTEX-11TTK-0426-SM-5EQLT,GTEX-1GN73-0008-SM-EAZD6,,GTEX-Z93S-0011-R3b-SM-4RGNH,,,,,
,,GTEX-1211K-2326-SM-5FQU7,GTEX-11ONC-0008-SM-5S2MG,,GTEX-15ER7-0011-R6a-SM-6M46M,,,,,
,,GTEX-1211K-2226-SM-5FQU6,GTEX-1CAMQ-0526-SM-7RHGR,,GTEX-14C39-0526-SM-664OF,,,,,
,,GTEX-11DXZ-1426-SM-5H12A,GTEX-1CAMQ-0426-SM-7IGPL,,GTEX-YJ89-0011-R7a-SM-4V6GO,,,,,
,,GTEX-ZPU1-0006-SM-4WWAT,GTEX-ZEX8-0008-SM-4E3JU,,GTEX-YJ89-0011-R5a-SM-4V6GM,,,,,
,,GTEX-1EU9M-0326-SM-7RHGF,GTEX-11ONC-0926-SM-5BC5E,,GTEX-14ABY-3026-SM-664NE,,,,,
,,GTEX-1C2JI-0826-SM-7EPHB,GTEX-11ONC-1426-SM-5N9F4,,GTEX-P4QS-2126-SM-3NMCF,,,,,
,,GTEX-11DXZ-1926-SM-5GZZL,GTEX-ZE9C-1426-SM-4WKGM,,GTEX-YJ89-0011-R6a-SM-4V6GN,,,,,
,,GTEX-YEC4-0001-SM-4W1Y6,GTEX-ZE9C-0726-SM-4WKGA,,GTEX-OIZG-0126-SM-E9TI2,,,,,
,,GTEX-1GMR2-2526-SM-9MQKW,GTEX-1GN73-0426-SM-9KNVJ,,GTEX-11ZUS-2926-SM-5FQSL,,,,,
,,GTEX-1H1E6-0726-SM-9WPQ4,GTEX-1GN73-0526-SM-9WG68,,GTEX-15ER7-0011-R7a-SM-6M46N,,,,,
,,GTEX-ZPU1-0426-SM-4WWCA,GTEX-11ONC-2326-SM-5HL6P,,GTEX-P44G-0011-R5A-SM-2I3FA,,,,,
,,GTEX-ZPU1-0526-SM-4YCDA,GTEX-1GN73-0826-SM-9OSW4,,GTEX-ZDXO-0011-R5a-SM-4WKG5,,,,,
,,GTEX-1GMR3-0005-SM-ADEGR,GTEX-11ONC-2826-SM-5P9GQ,,GTEX-14C39-0011-R5b-SM-5ZZV1,,,,,
,,GTEX-1HB9E-0006-SM-ARU6M,GTEX-ZE9C-0008-SM-4E3K6,,GTEX-P44G-0011-R3A-SM-2I3FC,,,,,
,,GTEX-1E2YA-0926-SM-7MXUK,GTEX-ZE7O-3026-SM-51MS4,,GTEX-1CB4G-0011-R2a-SM-9QEGQ,,,,,
,,GTEX-1211K-1226-SM-5EQ4N,GTEX-1C6WA-0526-SM-7IGNZ,,GTEX-1CB4G-0011-R1b-SM-9QEHT,,,,,
,,GTEX-11GSO-0005-SM-5O9CA,GTEX-11P7K-0008-SM-5S2O5,,GTEX-14BIM-0011-R2b-SM-69LQ6,,,,,
,,GTEX-1GMR3-0226-SM-7RHIB,GTEX-1C6WA-0426-SM-7PC2C,,GTEX-1HCVE-3026-SM-CL54G,,,,,
,,GTEX-11DYG-0006-SM-5NQB2,GTEX-11P7K-0226-SM-5986Z,,GTEX-P44G-0011-R10A-SM-2I3FF,,,,,
,,GTEX-1C6WA-0726-SM-7IGQ5,GTEX-ZE7O-1126-SM-57WC8,,GTEX-1HCVE-2926-SM-9WPPJ,,,,,
,,GTEX-1H1E6-1126-SM-9JGGV,GTEX-11WQK-0008-SM-5SI6T,,GTEX-YJ89-0011-R10a-SM-4SOK9,,,,,
,,GTEX-ZV7C-0005-SM-57WDL,GTEX-1C475-0226-SM-7MGXM,,GTEX-1CB4G-0011-R11a-SM-9OSWG,,,,,
,,GTEX-YEC4-0526-SM-4W21U,GTEX-11WQK-0326-SM-5EQL1,,GTEX-1HCVE-2826-SM-9WPPI,,,,,
,,GTEX-YEC4-0626-SM-5CVLU,GTEX-12696-0008-SM-5TDBX,,GTEX-14BIM-0011-R3b-SM-5S2RL,,,,,
,,GTEX-11TUW-0006-SM-5LZW2,GTEX-1H2FU-2326-SM-9WG7R,,GTEX-1HFI6-0011-R9b-SM-CMKH4,,,,,
,,GTEX-1H4P4-2226-SM-9MQKQ,GTEX-12696-0426-SM-5EGL5,,GTEX-14BIM-0011-R4b-SM-5S2RK,,,,,
,,GTEX-YECK-0926-SM-4W214,GTEX-12696-0526-SM-5EQ3Z,,GTEX-ZDXO-2126-SM-4WKFI,,,,,
,,GTEX-YECK-1426-SM-5IFHE,GTEX-Y9LG-0226-SM-4VBS4,,GTEX-1CB4G-0011-R10a-SM-9QEHS,,,,,
,,GTEX-ZUA1-0005-SM-4YCEV,GTEX-1B933-0326-SM-7SB71,,GTEX-11ZVC-3026-SM-59HJM,,,,,
,,GTEX-YFC4-0006-SM-4RGLV,GTEX-Y9LG-0008-SM-4VBRJ,,GTEX-14ABY-0626-SM-5Q5C9,,,,,
,,GTEX-1C4CL-0005-SM-7MKF3,GTEX-1B933-0226-SM-7SB6Z,,GTEX-14BIM-0011-R11b-SM-5S2RN,,,,,
,,GTEX-1EN7A-0006-SM-AHZ4O,GTEX-Y8LW-1126-SM-4VDS4,,GTEX-1CB4G-0011-R3a-SM-CE6QQ,,,,,
,,GTEX-ZQG8-1026-SM-51MR9,GTEX-1H3NZ-0526-SM-9YFM6,,GTEX-14BIM-0011-R1a-SM-69LQI,,,,,
,,GTEX-11TUW-2626-SM-5EQKZ,GTEX-1H3NZ-0926-SM-9YFM7,,GTEX-ZDXO-0011-R6a-SM-4WWCT,,,,,
,,GTEX-ZUA1-1526-SM-59HLS,GTEX-Y8LW-0626-SM-4VDS8,,GTEX-ZDXO-0011-R7a-SM-4WWCU,,,,,
,,GTEX-11DZ1-0226-SM-5A5KF,GTEX-Y8LW-0526-SM-4VDS7,,GTEX-ZDXO-0011-R8a-SM-4WWD7,,,,,
,,GTEX-11DZ1-0326-SM-5N9BN,GTEX-Y8LW-0426-SM-4VBQ6,,GTEX-ZDXO-2926-SM-4WKFM,,,,,
,,GTEX-11DZ1-0426-SM-5H11A,GTEX-12696-2626-SM-5EQ44,,GTEX-YFCO-1726-SM-4W21S,,,,,
,,GTEX-1H3VE-0826-SM-9KNVQ,GTEX-12696-2726-SM-5FQUL,,GTEX-14BIM-0011-R6b-SM-5S2VB,,,,,
,,GTEX-1EH9U-0005-SM-ACKV3,GTEX-Y8LW-0008-SM-4V6G5,,GTEX-1CB4G-0011-R7b-SM-9QEGP,,,,,
,,GTEX-11ZUS-0006-SM-5O9AJ,GTEX-1H3NZ-1226-SM-9MQKT,,GTEX-1CB4G-0011-R4b-SM-CJI28,,,,,
,,GTEX-11ZU8-2626-SM-5EQLL,GTEX-Y8E5-0526-SM-57WBY,,GTEX-P44G-0011-R2A-SM-2XCD2,,,,,
,,GTEX-1GN1W-1026-SM-9OSW2,GTEX-Y8E5-0008-SM-57WBA,,GTEX-1HSEH-0726-SM-B2LXD,,,,,
,,GTEX-11TUW-2926-SM-5BC59,GTEX-1269C-0008-SM-5TDBY,,GTEX-1CB4F-2126-SM-7MXUL,,,,,
,,GTEX-ZUA1-0426-SM-5NQAF,GTEX-1269C-0226-SM-5EGKS,,GTEX-P44G-0011-R1A-SM-2I3FE,,,,,
,,GTEX-11DZ1-2726-SM-5A5KH,GTEX-1H3NZ-2226-SM-9WYUT,,GTEX-1CB4G-0011-R6b-SM-9QEGO,,,,,
,,GTEX-11ZU8-2426-SM-5EQMV,GTEX-1269C-1826-SM-5N9E1,,GTEX-1CB4G-0011-R5a-SM-CKZNM,,,,,
,,GTEX-ZUA1-0226-SM-5NQ9Q,GTEX-Y9LG-0926-SM-4VDS6,,GTEX-1EH9U-0011-R10a-SM-CJI2A,,,,,
,,GTEX-1C4CL-0826-SM-7EWEZ,GTEX-1B933-1026-SM-7P8RO,,GTEX-Z93S-0011-R2a-SM-4RGNG,,,,,
,,GTEX-YFC4-0226-SM-57WD2,GTEX-1B932-1926-SM-79OOA,,GTEX-14BIL-3026-SM-7EWD4,,,,,
,,GTEX-11EI6-0005-SM-5N9GN,GTEX-1B933-1126-SM-73KX2,,GTEX-14BIL-2226-SM-73KWF,,,,,
,,GTEX-ZQG8-1326-SM-51MQW,GTEX-1B97I-1926-SM-7DUGC,,GTEX-1HFI6-0011-R4b-SM-A96RT,,,,,
,,GTEX-1GMR8-0226-SM-9YFL3,GTEX-12126-0626-SM-5Q5AQ,,GTEX-Z93S-0011-R8a-SM-4RGNL,,,,,
,,GTEX-ZQG8-1526-SM-5HL65,GTEX-12126-0726-SM-5FQTX,,GTEX-1HFI6-0011-R3b-SM-A9SKB,,,,,
,,GTEX-1H3VE-0226-SM-9WYST,GTEX-YB5K-1726-SM-5IFIZ,,GTEX-1HFI6-0011-R2a-SM-CMKH5,,,,,
,,GTEX-ZAB4-2526-SM-5HL8M,GTEX-YB5K-1626-SM-5IFIN,,GTEX-1HFI6-0011-R11b-SM-A96RU,,,,,
,,GTEX-1C6VS-0426-SM-79OJV,GTEX-YB5K-0526-SM-5LUAS,,GTEX-12126-0011-R9b-SM-5BC6P,,,,,
,,GTEX-11ZU8-0005-SM-5PNU5,GTEX-1212Z-0008-SM-5TDBW,,GTEX-15ER7-0011-R4a-SM-6M46S,,,,,
,,GTEX-1EMGI-1426-SM-7IGNQ,GTEX-1H23P-0326-SM-9MQKH,,GTEX-15ER7-0011-R3a-SM-6LPIK,,,,,
,,GTEX-ZUA1-2126-SM-57YRB,GTEX-1H23P-0426-SM-9YFKR,,GTEX-YEC3-1726-SM-5IFIK,,,,,
,,GTEX-ZAB5-0626-SM-5PNVB,GTEX-1212Z-0826-SM-5EQ51,,GTEX-15ER7-0011-R2a-SM-6M46O,,,,,
,,GTEX-ZAJG-0226-SM-5HL81,GTEX-1212Z-1826-SM-5FQSH,,GTEX-11ZUS-2826-SM-5EQKW,,,,,
,,GTEX-11ZUS-0726-SM-59886,GTEX-1B933-2526-SM-7IGO5,,GTEX-11ZUS-2726-SM-5FQUA,,,,,
,,GTEX-ZV68-0226-SM-59HJF,GTEX-1212Z-2726-SM-5EQ59,,GTEX-1HBPI-0011-R5a-SM-CKZOW,,,,,
,,GTEX-11ZVC-0226-SM-731E8,GTEX-1212Z-2826-SM-59HJ5,,GTEX-15ER7-0011-R1b-SM-7KUE1,,,,,
,,GTEX-YF7O-0005-SM-4W1ZU,GTEX-1H23P-3026-SM-9JGH7,,GTEX-1HBPM-2926-SM-CL54E,,,,,
,,GTEX-1EN7A-0926-SM-7P8RZ,GTEX-12584-0008-SM-664MB,,GTEX-Z93S-0011-R7b-SM-4RGNK,,,,,
,,GTEX-1C475-1226-SM-7SB72,GTEX-YB5E-0008-SM-4VDT7,,GTEX-1HBPI-0011-R4a-SM-CJI3K,,,,,
,,GTEX-11ZVC-0006-SM-5N9GA,GTEX-12584-0226-SM-5EQL5,,GTEX-15ER7-0011-R11a-SM-6LPIL,,,,,
,,GTEX-ZPU1-2426-SM-4WWFM,GTEX-Y9LG-2326-SM-4VDS1,,GTEX-P44G-2426-SM-2I5ER,,,,,
,,GTEX-1H3VY-1326-SM-9WPOA,GTEX-12584-0426-SM-5FQTT,,GTEX-11TUW-0011-R2b-SM-DO92T,,,,,
,,GTEX-YF7O-0626-SM-4W21R,GTEX-1H2FU-0226-SM-9YFKO,,GTEX-11TUW-0011-R1a-SM-DO92S,,,,,
,,GTEX-1H1E6-2026-SM-9KNVK,GTEX-1H2FU-0326-SM-9WYSV,,GTEX-1HFI6-3026-SM-CNPPJ,,,,,
,,GTEX-1EN7A-0826-SM-7MKFV,GTEX-1H2FU-0626-SM-9WPPS,,GTEX-1HBPI-0011-R1b-SM-A9SKF,,,,,
,,GTEX-ZPU1-2726-SM-4WWFT,GTEX-1269C-2426-SM-5FQSN,,GTEX-1HBPI-0011-R11b-SM-CE6SH,,,,,
,,GTEX-ZQG8-0005-SM-4YCEH,GTEX-1H3NZ-3126-SM-9WPOK,,GTEX-1CAMR-1526-SM-79OLP,,,,,
,,GTEX-1H3VY-0926-SM-ACKXE,GTEX-Z93S-0008-SM-4RGM5,,GTEX-1HCVE-0011-R10a-SM-ARZLT,,,,,
,,GTEX-1GMR8-0005-SM-ARZL2,GTEX-Y5V6-0426-SM-4VBRZ,,GTEX-12126-0926-SM-5FQTW,,,,,
,,GTEX-11TUW-1826-SM-5BC5D,GTEX-1H3VE-0626-SM-9WYSJ,,GTEX-YFC4-3126-SM-5PNV6,,,,,
,,GTEX-ZV68-0006-SM-4YCEJ,GTEX-12C56-2026-SM-5FQSI,,GTEX-1HR9M-0011-R6a-SM-ARU6Z,,,,,
,,GTEX-11GS4-1026-SM-5N9DE,GTEX-Y5V5-2726-SM-4VDS2,,GTEX-1E2YA-0011-R8a-SM-CKZNG,,,,,
,,GTEX-ZAB5-1126-SM-5Q5AD,GTEX-12KS4-0008-SM-664MC,,GTEX-15ER7-0011-R5b-SM-6M46T,,,,,
,,GTEX-ZQG8-0326-SM-51MSE,GTEX-1H3VE-1926-SM-9YFL4,,GTEX-11TUW-2226-SM-5EQL9,,,,,
,,GTEX-11ZUS-1826-SM-5FQTR,GTEX-Y5V5-2126-SM-4WWFO,,GTEX-14C39-0011-R3b-SM-5YYA3,,,,,
,,GTEX-11GS4-0626-SM-5A5LC,GTEX-12KS4-0626-SM-5PNY4,,GTEX-1E2YA-2926-SM-7MGWX,,,,,
,,GTEX-1C6VS-1826-SM-73KXN,GTEX-1B8SF-0726-SM-73KYZ,,GTEX-1HFI6-0011-R5a-SM-A9G1J,,,,,
,,GTEX-1H3VY-0226-SM-9YFMF,GTEX-1H3VY-0426-SM-9YFMD,,GTEX-14C39-0011-R11b-SM-5YYAF,,,,,
,,GTEX-1C475-1926-SM-7DUFV,GTEX-1H3VY-0526-SM-9MQKE,,GTEX-Z93S-0011-R6b-SM-4RGNJ,,,,,
,,GTEX-11ZUS-1226-SM-5FQU8,GTEX-1B8SF-0626-SM-73KVV,,GTEX-1HBPI-0011-R6b-SM-A9G1T,,,,,
,,GTEX-1C6VS-1226-SM-79OO2,GTEX-1H3VY-1026-SM-ACKXF,,GTEX-14C39-3126-SM-5ZZW6,,,,,
,,GTEX-11ZUS-0826-SM-5FQUY,GTEX-Y5V5-0326-SM-5RQJG,,GTEX-1HFI6-0011-R10b-SM-ARZLO,,,,,
,,GTEX-YF7O-2426-SM-5IFJL,GTEX-12WSA-0008-SM-5TDC3,,GTEX-1E2YA-3026-SM-7IGO7,,,,,
,,GTEX-1GF9V-0226-SM-9MQKA,GTEX-1B8SF-0326-SM-7EWEN,,GTEX-1HFI6-0011-R6b-SM-CM2SR,,,,,
,,GTEX-11DXW-0006-SM-5NQ7Y,GTEX-Y5LM-2326-SM-5S2NK,,GTEX-YJ89-2926-SM-5P9IT,,,,,
,,GTEX-ZT9X-0326-SM-51MTE,GTEX-Y5LM-1726-SM-4VDSX,,GTEX-Z93S-0011-R5b-SM-4RGNI,,,,,
,,GTEX-1122O-2026-SM-9YFMG,GTEX-Y5LM-1226-SM-4VDT6,,GTEX-YJ89-0011-R9a-SM-4SOK7,,,,,
,,GTEX-Y114-0006-SM-4TT76,GTEX-Y5LM-1126-SM-4VDT5,,GTEX-14C39-3026-SM-5S2QE,,,,,
,,GTEX-12WSK-1026-SM-5CVNR,GTEX-1B8L1-2926-SM-7DUGA,,,,,,,
,,GTEX-1B8L1-0005-SM-9MQK6,GTEX-Y5LM-0226-SM-4VBRM,,,,,,,
,,GTEX-ZZ64-0626-SM-5GZWR,GTEX-Y3IK-2826-SM-4WWDW,,,,,,,
,,GTEX-ZLFU-0626-SM-4WWBO,GTEX-Y3IK-2726-SM-4WWDV,,,,,,,
,,GTEX-12WSF-0005-SM-5NQAQ,GTEX-Y5V6-0326-SM-4VBRW,,,,,,,
,,GTEX-ZF3C-1326-SM-5A5MF,GTEX-1H3VE-0526-SM-9WYTC,,,,,,,
,,GTEX-ZF29-1026-SM-4WKGC,GTEX-1269C-2826-SM-5EQ5O,,,,,,,
,,GTEX-1GZHY-0826-SM-9OSXT,GTEX-12C56-0526-SM-5FQST,,,,,,,
,,GTEX-1HFI7-0005-SM-ADEH1,GTEX-Y8E4-1226-SM-5IFIM,,,,,,,
,,GTEX-11NSD-0326-SM-5A5LS,GTEX-Y8E4-1126-SM-5IFIA,,,,,,,
,,GTEX-1F75B-1226-SM-7MXTW,GTEX-Y8E4-0726-SM-4WWFN,,,,,,,
,,GTEX-11ONC-2526-SM-5986W,GTEX-1B932-1226-SM-7PBYN,,,,,,,
,,GTEX-Y114-0626-SM-4TT98,GTEX-12BJ1-0008-SM-5TDBZ,,,,,,,
,,GTEX-1128S-0005-SM-5P9HI,GTEX-Y8E4-0226-SM-4VBQ3,,,,,,,
,,GTEX-ZE9C-1326-SM-5S2OW,GTEX-1B932-0926-SM-73KUP,,,,,,,
,,GTEX-11OC5-0006-SM-5N9FA,GTEX-Y8E4-0008-SM-4V6FW,,,,,,,
,,GTEX-11ONC-2726-SM-5N9DZ,GTEX-12BJ1-0426-SM-5FQSO,,,,,,,
,,GTEX-1B8SG-0926-SM-73KV6,GTEX-1B932-0826-SM-73KXG,,,,,,,
,,GTEX-12WSE-0826-SM-5S2VL,GTEX-Y8DK-0526-SM-4TT3R,,,,,,,
,,GTEX-1128S-0126-SM-5H12S,GTEX-1B932-0426-SM-73KX4,,,,,,,
,,GTEX-1F88F-0005-SM-A9SK2,GTEX-1B932-0326-SM-7IGMV,,,,,,,
,,GTEX-1B8KZ-1926-SM-7DUG8,GTEX-12BJ1-1526-SM-5LUAQ,,,,,,,
,,GTEX-1HCUA-0006-SM-ACKV9,GTEX-1H3O1-0826-SM-9YFMA,,,,,,,
,,GTEX-1B8SG-0226-SM-7939Q,GTEX-Y8DK-0008-SM-4RGM2,,,,,,,
,,GTEX-1128S-0726-SM-5N9D6,GTEX-Y5V6-2826-SM-4VDSF,,,,,,,
,,GTEX-1HCUA-0226-SM-A8N88,GTEX-Y5V6-2726-SM-4VDSC,,,,,,,
,,GTEX-1122O-0926-SM-9YFLC,GTEX-1B8SG-1126-SM-7IGMT,,,,,,,
,,GTEX-XUZC-1826-SM-4BRVO,GTEX-12BJ1-2726-SM-5HL9M,,,,,,,
,,GTEX-ZYT6-0126-SM-5E45J,GTEX-1B8SG-0626-SM-79OL3,,,,,,,
,,GTEX-1F75I-0005-SM-ADEHC,GTEX-12C56-0226-SM-5N9FB,,,,,,,
,,GTEX-1CB4E-1826-SM-7RHG8,GTEX-1B8SG-0526-SM-73KWP,,,,,,,
,,GTEX-11ONC-1126-SM-5GU6G,GTEX-YB5K-2526-SM-62LEW,,,,,,,
,,GTEX-Y111-0926-SM-4SOIU,GTEX-YBZK-0008-SM-59HL6,,,,,,,
,,GTEX-Y111-1026-SM-4TT22,GTEX-12126-0008-SM-5S2UC,,,,,,,
,,GTEX-ZEX8-0005-SM-4WKGE,GTEX-1BAJH-2326-SM-7IGMO,,,,,,,
,,GTEX-12WSF-1526-SM-6PAN6,GTEX-1H1DE-1926-SM-9WG6P,,,,,,,
,,GTEX-1HCUA-0926-SM-ADEIX,GTEX-1H1DE-2026-SM-9WG6Q,,,,,,,
,,GTEX-111FC-0526-SM-5GZZ8,GTEX-11ZTS-0326-SM-5EQKP,,,,,,,
,,GTEX-ZLFU-0126-SM-5EQMN,GTEX-11ZTS-0826-SM-5EQ49,,,,,,,
,,GTEX-1HFI6-1726-SM-CGQFH,GTEX-11ZTS-1026-SM-5LU8O,,,,,,,
,,GTEX-1B8SG-0006-SM-7MKFA,GTEX-11ZTS-1126-SM-5LU9X,,,,,,,
,,GTEX-12WSK-0926-SM-5CVNQ,GTEX-1BAJH-1926-SM-7MGWM,,,,,,,
,,GTEX-XUZC-1126-SM-4BOPZ,GTEX-1H1DF-0326-SM-B2LW6,,,,,,,
,,GTEX-ZE9C-2826-SM-5S2MO,GTEX-1H1DF-1026-SM-9QEJ1,,,,,,,
,,GTEX-1F88E-0526-SM-7SB8J,GTEX-11ZTS-2326-SM-5EQMY,,,,,,,
,,GTEX-ZYFG-1426-SM-5GICS,GTEX-YFCO-0326-SM-4W1ZP,,,,,,,
,,GTEX-1CB4I-0826-SM-7MGX1,GTEX-YFCO-0008-SM-4W1Z4,,,,,,,
,,GTEX-ZF29-0826-SM-5S2O2,GTEX-1BAJH-1126-SM-7PBYG,,,,,,,
,,GTEX-11ONC-2126-SM-5HL6E,GTEX-1BAJH-0926-SM-79OO6,,,,,,,
,,GTEX-XUZC-0126-SM-4BOO6,GTEX-YFC4-2826-SM-5P9FR,,,,,,,
,,GTEX-1HCU9-0626-SM-ACKW6,GTEX-YFC4-2726-SM-5IFJW,,,,,,,
,,GTEX-ZF29-2226-SM-4WWB9,GTEX-YFC4-2626-SM-5P9FQ,,,,,,,
,,GTEX-Y114-2726-SM-E9J3X,GTEX-YFC4-2126-SM-EXURK,,,,,,,
,,GTEX-ZE9C-0006-SM-4WKG2,GTEX-11ZTT-0008-SM-5S2TZ,,,,,,,
,,GTEX-ZZ64-1226-SM-5E43R,GTEX-YFC4-1426-SM-5IFJG,,,,,,,
,,GTEX-Y3I4-0006-SM-4TT1E,GTEX-11ZTT-0426-SM-5EQLK,,,,,,,
,,GTEX-ZF3C-0926-SM-DO92P,GTEX-YFC4-0926-SM-5S2U7,,,,,,,
,,GTEX-XUYS-0005-SM-47JZ2,GTEX-11ZTT-1026-SM-5EQKF,,,,,,,
,,GTEX-1B932-0226-SM-7PBYH,GTEX-1H1DE-1826-SM-9MQK8,,,,,,,
,,GTEX-ZYFD-0426-SM-5E45X,GTEX-1BAJH-2526-SM-7IGOT,,,,,,,
,,GTEX-113IC-0006-SM-5NQ9C,GTEX-YBZK-0426-SM-59HLM,,,,,,,
,,GTEX-12WSL-0005-SM-5NQAD,GTEX-11ZTS-0008-SM-5S2VC,,,,,,,
,,GTEX-Y3I4-0226-SM-4TT27,GTEX-1C2JI-1926-SM-73KXO,,,,,,,
,,GTEX-ZLFU-2126-SM-DO931,GTEX-YJ8O-2626-SM-5HL8H,,,,,,,
,,GTEX-Y3I4-0426-SM-4TT29,GTEX-11WQK-1826-SM-5EQM2,,,,,,,
